,SEX,VEH,SEX_S,AGE_index,AGE_S_index,PINCP_index,PINCP_S_index
11995,2,1,1,12,12,6,5
11996,2,0,1,7,9,3,3
11997,2,0,1,10,10,5,3
11998,1,1,2,19,14,8,5
11999,2,2,1,11,10,8,5
12000,1,1,2,9,9,8,6
12001,1,1,2,12,11,8,7
12002,1,1,2,11,9,8,6
12003,2,1,1,10,10,8,8
12004,1,1,2,11,12,8,8
12005,1,1,2,10,9,8,6
12006,1,2,2,10,9,8,8
12007,1,1,2,10,11,8,8
12008,1,0,2,20,18,4,1
12009,1,1,2,11,10,6,6
12010,1,1,2,10,10,8,6
12011,2,1,1,13,11,8,8
12012,1,2,2,11,10,8,8
12013,2,2,1,10,11,8,8
12014,2,0,2,8,8,3,2
12015,2,2,1,10,9,8,6
12016,2,0,1,8,9,5,5
12017,1,2,1,10,10,8,8
12018,2,0,1,13,8,2,2
12019,1,1,2,9,9,8,5
12020,1,1,2,9,8,7,6
12021,1,0,2,9,10,8,4
12022,2,0,1,11,10,5,5
12023,1,2,2,10,9,6,6
12024,2,2,1,11,10,7,6
12025,2,1,1,10,12,8,8
12026,2,1,1,9,9,8,7
12027,1,2,1,8,8,4,3
12028,1,2,2,10,10,7,5
12029,1,2,2,11,9,8,6
12030,1,1,1,10,10,8,8
12031,2,0,2,9,9,4,1
12032,1,2,1,9,9,8,8
12033,1,3,2,17,14,8,2
12034,1,2,2,10,10,8,6
12035,2,1,1,11,10,5,5
12036,2,1,1,15,16,8,8
12037,1,1,2,7,7,3,2
12038,2,2,1,14,17,8,8
12039,1,0,1,18,10,4,3
12040,2,0,2,9,10,6,6
12041,1,1,1,14,13,8,8
12042,2,1,1,8,9,4,4
12043,1,1,2,9,9,8,6
12044,1,0,2,9,9,8,5
12045,1,1,2,13,13,6,4
12046,2,1,1,11,11,8,5
12047,2,1,1,10,12,8,7
12048,1,1,2,10,9,8,8
12049,1,1,2,12,10,8,8
12050,1,2,2,11,11,8,8
12051,1,2,2,11,11,8,8
12052,1,1,1,15,15,8,4
12053,1,1,2,11,11,8,8
12054,2,1,2,13,15,8,5
12055,1,2,1,12,11,8,8
12056,1,0,1,12,11,8,8
12057,2,1,1,10,10,8,8
12058,1,1,2,12,13,5,5
12059,1,0,2,17,16,4,4
12060,1,1,1,11,12,8,8
12061,1,1,2,11,10,6,3
12062,2,2,1,10,11,8,6
12063,2,3,1,9,8,6,4
12064,1,2,2,11,10,8,5
12065,1,1,2,13,13,8,8
12066,2,1,1,10,10,7,6
12067,1,2,1,12,12,8,6
12068,1,0,1,14,14,8,5
12069,1,0,2,9,9,6,4
12070,1,2,2,10,10,8,8
12071,2,1,1,11,10,8,8
12072,1,0,1,11,9,2,2
12073,1,2,2,12,10,6,6
12074,1,0,2,10,9,8,8
12075,2,0,1,17,19,5,3
12076,1,1,2,10,8,6,5
12077,1,1,1,11,11,8,4
12078,2,0,1,9,9,4,4
12079,2,2,2,10,10,8,8
12080,1,1,2,12,10,8,7
12081,1,2,1,12,10,8,5
12082,1,1,1,11,14,8,8
12083,1,1,2,14,13,8,8
12084,1,1,2,11,11,8,8
12085,2,2,1,12,12,8,5
12086,2,1,2,10,9,8,6
12087,2,1,2,11,10,4,4
12088,1,2,2,10,10,8,6
12089,2,1,1,11,11,8,7
12090,1,1,2,10,9,8,8
12091,1,0,1,8,9,6,2
12092,2,0,1,10,11,8,7
12093,2,0,2,10,9,3,3
12094,1,0,2,11,11,6,6
12095,1,1,2,9,9,5,5
12096,1,1,2,11,11,6,5
12097,1,1,2,8,9,7,6
12098,2,0,2,12,9,3,3
12099,2,0,1,10,11,6,4
12100,2,0,1,8,9,4,3
12101,2,1,2,11,9,8,8
12102,1,1,1,14,11,7,7
12103,1,1,2,11,10,8,3
12104,2,1,1,10,10,8,6
12105,2,2,1,11,9,8,8
12106,1,1,1,10,10,6,2
12107,2,0,1,10,10,8,7
12108,2,2,2,9,9,5,2
12109,1,1,2,10,11,8,8
12110,2,1,1,9,9,4,1
12111,2,1,2,11,11,6,1
12112,2,0,1,10,10,8,5
12113,2,0,1,12,11,8,8
12114,2,1,1,8,9,4,1
12115,1,0,2,10,9,8,8
12116,1,0,1,9,10,8,3
12117,2,1,1,10,10,5,3
12118,2,2,1,12,12,8,8
12119,1,1,2,10,9,8,5
12120,1,0,1,17,16,8,5
12121,2,3,2,11,10,5,2
12122,1,0,1,9,10,8,5
12123,1,1,1,9,10,8,8
12124,2,2,1,10,10,8,7
12125,1,1,2,9,9,6,5
12126,2,0,1,10,10,8,8
12127,1,0,1,8,8,8,8
12128,1,1,2,12,11,8,8
12129,1,1,2,8,9,8,2
12130,2,0,1,11,15,8,7
12131,1,0,2,10,9,6,1
12132,2,2,1,11,11,8,5
12133,1,0,2,11,9,8,2
12134,1,1,2,9,9,8,8
12135,2,2,1,19,16,8,3
12136,1,2,2,11,9,8,8
12137,2,2,1,10,12,6,6
12138,2,0,1,11,10,8,6
12139,1,0,2,10,9,8,8
12140,1,2,2,10,10,8,6
12141,1,2,1,14,14,8,8
12142,1,1,2,10,11,8,8
12143,1,2,2,11,11,8,4
12144,1,1,2,10,10,8,8
12145,2,1,1,10,10,8,8
12146,1,1,1,12,12,8,8
12147,1,1,2,10,9,7,5
12148,2,1,1,10,11,6,6
12149,2,2,1,14,14,8,7
12150,1,2,2,11,10,8,1
12151,1,0,1,15,14,4,3
12152,1,1,2,10,10,8,3
12153,1,1,1,9,9,8,7
12154,1,1,1,11,11,8,8
12155,2,2,2,9,9,8,3
12156,1,1,1,15,15,8,5
12157,1,2,2,10,10,8,7
12158,1,2,2,10,9,6,4
12159,1,1,1,13,11,8,1
12160,2,2,1,9,9,8,5
12161,1,1,2,11,11,8,3
12162,2,2,2,12,11,8,8
12163,1,0,1,9,9,8,8
12164,1,0,2,9,9,8,6
12165,2,1,2,13,13,8,5
12166,1,1,1,11,11,8,1
12167,2,2,1,12,11,8,8
12168,1,2,2,10,9,8,5
12169,1,2,2,11,11,8,8
12170,1,1,1,11,10,8,6
12171,2,1,2,9,9,6,4
12172,1,2,1,12,14,8,8
12173,1,1,2,16,15,8,8
12174,1,1,2,11,11,8,8
12175,1,2,1,10,9,8,5
12176,2,1,2,9,9,4,3
12177,1,1,1,11,12,8,3
12178,1,2,2,13,12,8,6
12179,2,1,1,12,12,8,6
12180,1,2,2,12,11,8,8
12181,1,2,2,11,10,8,8
12182,2,1,1,9,9,8,7
12183,1,0,2,19,17,8,7
12184,1,0,1,10,10,8,8
12185,1,2,2,11,10,8,8
12186,2,1,2,11,10,7,7
12187,2,1,1,10,11,8,8
12188,1,0,2,11,11,8,8
12189,1,1,2,9,9,8,2
12190,1,2,2,13,13,8,7
12191,2,2,1,18,19,8,7
12192,2,0,1,12,13,5,3
12193,1,1,2,12,12,5,4
12194,2,1,1,9,9,5,4
12195,1,1,2,11,12,8,5
12196,1,2,2,10,10,8,8
12197,1,1,2,11,10,8,3
12198,1,1,2,9,9,8,7
12199,1,1,2,12,10,8,6
12200,1,2,2,15,14,8,8
12201,1,1,2,9,9,8,8
12202,1,1,1,12,10,8,3
12203,2,1,2,8,9,7,7
12204,1,2,2,16,15,7,5
12205,2,2,2,12,10,8,6
12206,2,0,1,17,17,5,5
12207,2,2,1,12,14,8,4
12208,2,2,2,14,15,8,8
12209,2,2,2,13,13,8,8
12210,1,0,2,10,10,8,6
12211,1,0,2,10,10,4,4
12212,2,1,2,10,10,8,6
12213,1,1,2,17,20,3,1
12214,2,1,1,14,15,8,2
12215,1,2,2,16,15,8,6
12216,2,2,2,11,10,8,8
12217,1,1,1,14,13,8,3
12218,2,2,1,10,10,5,3
12219,2,0,2,10,8,6,1
12220,1,1,2,10,10,8,5
12221,1,2,1,8,8,4,3
12222,1,1,1,10,9,8,4
12223,1,2,1,13,13,8,4
12224,2,1,2,10,13,8,8
12225,2,0,2,9,9,8,8
12226,1,1,1,14,15,8,1
12227,1,0,1,10,10,7,4
12228,2,3,2,12,11,8,8
12229,2,1,2,13,14,8,8
12230,1,1,2,8,9,8,4
12231,2,0,1,9,10,5,1
12232,1,1,2,10,9,8,7
12233,1,2,2,14,14,8,3
12234,1,1,2,10,15,6,3
12235,2,2,1,11,11,8,8
12236,1,1,1,13,12,5,5
12237,1,1,2,9,9,8,8
12238,2,2,1,13,17,7,5
12239,2,0,1,10,10,6,5
12240,2,1,2,11,9,3,2
12241,1,1,2,9,9,8,8
12242,1,1,2,9,9,8,8
12243,2,2,1,15,16,8,5
12244,1,2,1,15,13,8,8
12245,1,2,2,11,11,8,8
12246,1,2,2,15,15,8,1
12247,2,0,1,12,14,8,3
12248,2,1,1,10,11,8,7
12249,2,1,1,10,9,8,3
12250,1,2,2,11,11,8,8
12251,1,1,2,9,9,8,7
12252,2,0,2,10,12,5,5
12253,2,1,1,10,11,8,5
12254,2,1,1,9,11,8,6
12255,1,2,2,11,10,8,7
12256,1,2,1,19,14,8,5
12257,1,1,1,11,13,6,4
12258,2,1,1,14,14,7,6
12259,2,2,2,17,17,8,4
12260,1,2,1,14,13,8,8
12261,1,2,1,14,13,8,8
12262,1,1,1,10,11,8,7
12263,2,0,1,11,12,8,6
12264,1,0,2,10,10,8,6
12265,1,1,1,9,8,8,5
12266,1,1,2,11,11,8,7
12267,1,1,2,10,10,5,3
12268,2,2,1,14,19,7,6
12269,1,0,2,9,9,8,4
12270,2,1,1,11,10,8,4
12271,2,0,2,10,8,7,5
12272,1,0,1,10,10,8,6
12273,1,1,1,21,19,8,3
12274,1,1,2,10,10,8,6
12275,1,3,2,18,16,8,8
12276,1,1,2,14,12,8,8
12277,1,2,1,17,15,8,7
12278,1,1,2,10,10,8,1
12279,2,2,1,19,22,8,6
12280,2,1,1,12,12,8,5
12281,2,0,1,9,9,8,6
12282,2,2,1,9,9,8,8
12283,1,1,2,9,10,8,8
12284,2,1,1,10,10,8,7
12285,1,2,1,15,17,8,3
12286,1,1,2,9,9,8,3
12287,1,1,2,10,10,8,3
12288,1,1,2,10,9,8,8
12289,2,1,1,10,10,8,3
12290,1,4,2,17,17,8,5
12291,2,1,2,10,9,6,5
12292,1,1,2,11,10,5,5
12293,1,1,2,10,10,7,2
12294,2,0,1,8,8,4,4
12295,2,2,2,11,11,8,3
12296,1,2,1,10,9,8,3
12297,2,1,1,11,11,8,7
12298,2,0,1,9,10,8,6
12299,1,1,2,13,13,8,7
12300,2,1,2,10,11,5,5
12301,2,2,2,11,12,6,6
12302,1,1,2,10,10,8,8
12303,2,1,1,10,10,8,5
12304,1,1,2,12,10,8,8
12305,1,1,2,11,12,6,5
12306,1,2,2,11,10,8,8
12307,2,2,2,11,11,8,5
12308,1,1,2,19,17,4,3
12309,1,1,2,13,13,8,8
12310,2,1,1,13,13,7,5
12311,2,1,1,9,10,8,6
12312,1,1,1,11,13,8,8
12313,2,1,1,10,10,8,7
12314,1,1,2,11,10,8,8
12315,1,2,1,14,13,6,6
12316,1,1,2,12,10,8,1
12317,1,1,2,10,9,8,6
12318,1,2,2,10,10,8,8
12319,1,3,1,13,9,8,1
12320,2,2,1,9,10,8,8
12321,2,1,2,9,9,6,6
12322,1,2,1,13,14,8,1
12323,2,0,1,12,12,6,6
12324,2,0,1,9,9,6,6
12325,1,2,2,15,14,8,7
12326,1,0,1,12,11,8,8
12327,1,2,2,15,14,6,1
12328,2,1,1,9,9,8,8
12329,1,2,2,15,15,8,8
12330,1,2,1,10,11,8,3
12331,2,1,1,10,10,6,5
12332,2,2,1,16,15,8,5
12333,1,1,2,9,9,5,4
12334,2,2,1,12,12,7,5
12335,2,2,1,10,12,8,8
12336,2,1,1,12,13,5,3
12337,1,1,2,9,8,3,1
12338,1,1,2,11,11,7,4
12339,1,0,2,8,10,6,5
12340,1,1,2,8,9,8,7
12341,1,2,2,10,10,8,8
12342,1,1,2,14,15,8,8
12343,1,1,1,11,10,8,2
12344,1,1,2,10,10,8,6
12345,1,1,2,10,10,8,8
12346,1,0,2,9,8,6,2
12347,1,1,1,12,13,8,8
12348,2,2,1,14,13,8,4
12349,1,2,2,14,11,8,5
12350,1,2,1,15,13,8,6
12351,2,2,2,11,10,5,1
12352,1,2,1,9,9,8,8
12353,2,0,1,9,9,6,4
12354,2,1,2,13,9,8,3
12355,2,1,1,10,10,8,6
12356,2,2,2,13,13,8,4
12357,1,1,1,11,12,8,1
12358,1,2,2,12,11,8,8
12359,1,2,2,16,15,8,5
12360,1,1,1,13,14,8,4
12361,1,2,2,11,10,8,6
12362,2,0,1,10,10,8,5
12363,1,1,1,10,10,8,1
12364,1,1,2,15,15,8,3
12365,1,1,2,14,13,6,5
12366,1,1,2,11,10,8,6
12367,1,3,1,11,11,8,3
12368,2,1,1,8,10,5,5
12369,1,2,2,14,13,8,8
12370,1,2,1,12,10,8,1
12371,1,0,1,16,9,8,3
12372,1,1,2,11,10,5,4
12373,1,2,1,10,11,8,8
12374,2,0,1,9,9,3,1
12375,1,3,2,13,12,8,8
12376,1,2,1,12,9,8,8
12377,2,1,1,9,9,8,5
12378,2,2,2,12,13,6,4
12379,1,1,1,10,9,8,4
12380,1,2,2,17,15,8,4
12381,1,1,2,11,9,8,1
12382,1,1,2,11,11,8,7
12383,2,2,2,10,10,8,5
12384,1,2,2,12,11,8,8
12385,1,2,2,11,11,8,7
12386,1,1,2,9,10,7,5
12387,2,1,1,10,10,8,6
12388,2,2,1,8,8,6,1
12389,2,2,1,10,11,6,6
12390,1,2,2,17,18,8,6
12391,1,1,2,11,9,8,1
12392,1,0,2,13,14,6,6
12393,1,1,2,9,9,5,4
12394,1,1,2,14,14,8,6
12395,2,2,2,9,9,5,4
12396,1,1,2,11,10,5,4
12397,1,0,1,12,14,4,2
12398,2,1,2,10,9,8,8
12399,1,0,1,14,10,8,5
12400,2,2,1,12,13,6,5
12401,1,1,1,10,10,8,4
12402,1,1,1,13,10,6,5
12403,1,2,2,10,10,8,8
12404,1,2,2,11,11,8,8
12405,2,1,1,10,11,8,1
12406,1,1,1,9,9,8,4
12407,1,0,2,9,9,5,4
12408,2,1,1,9,9,8,6
12409,1,1,2,10,9,8,8
12410,1,1,2,15,16,8,6
12411,1,2,2,11,12,8,6
12412,2,1,1,10,10,8,8
12413,1,0,2,9,9,5,2
12414,1,1,2,9,9,5,3
12415,1,3,1,13,13,8,8
12416,1,2,2,10,10,8,6
12417,1,2,2,9,9,8,8
12418,2,1,2,12,13,8,2
12419,1,1,2,12,11,8,4
12420,1,1,2,9,9,6,6
12421,2,0,1,10,10,8,7
12422,1,2,2,9,8,4,3
12423,1,2,1,9,9,8,8
12424,2,2,1,15,15,8,6
12425,2,2,1,14,14,7,1
12426,2,1,1,15,14,5,5
12427,1,1,1,13,9,5,5
12428,1,1,2,11,10,8,5
12429,1,1,2,10,10,8,6
12430,1,0,1,10,11,8,5
12431,1,1,1,14,14,7,5
12432,2,1,1,10,10,8,8
12433,1,1,2,12,10,8,6
12434,1,1,2,12,11,8,8
12435,2,2,1,10,10,8,6
12436,1,1,2,14,14,8,7
12437,2,2,1,11,10,8,3
12438,1,0,2,8,8,6,5
12439,1,0,1,10,9,8,5
12440,2,1,1,10,10,3,1
12441,1,1,2,17,17,5,5
12442,2,2,2,11,11,7,3
12443,1,1,2,9,10,8,8
12444,1,2,2,10,10,8,4
12445,1,1,2,10,10,8,8
12446,1,2,1,13,12,6,4
12447,2,2,1,9,11,8,8
12448,1,1,2,13,12,8,8
12449,2,1,2,9,9,3,1
12450,2,2,1,19,19,8,7
12451,1,1,1,13,12,8,8
12452,2,0,2,10,10,8,1
12453,1,0,1,9,9,4,4
12454,2,1,2,9,10,6,6
12455,1,0,2,10,9,8,7
12456,2,1,1,9,10,8,5
12457,2,1,2,10,10,5,5
12458,1,2,2,18,8,8,1
12459,2,1,1,8,9,6,4
12460,1,2,2,10,10,8,8
12461,2,2,1,15,18,8,5
12462,1,0,1,12,12,3,1
12463,1,2,2,15,14,8,8
12464,1,0,2,15,15,8,8
12465,1,1,2,9,9,8,4
12466,1,0,1,9,9,7,5
12467,1,1,2,8,8,7,7
12468,2,0,1,11,12,8,8
12469,2,1,1,10,10,8,7
12470,1,1,1,10,10,7,5
12471,1,1,2,10,9,8,4
12472,1,1,1,12,9,6,5
12473,1,0,2,10,9,8,8
12474,1,1,1,11,9,8,3
12475,1,1,1,15,15,8,8
12476,2,1,2,9,11,3,3
12477,1,2,2,14,13,8,4
12478,1,1,1,11,11,8,8
12479,2,2,1,18,17,8,2
12480,1,1,2,9,10,8,8
12481,1,0,2,9,9,5,5
12482,1,2,2,11,10,8,8
12483,1,1,1,13,10,8,5
12484,1,2,2,12,12,8,8
12485,1,1,1,13,15,8,7
12486,1,0,2,9,9,8,5
12487,1,1,1,11,12,8,5
12488,1,2,1,9,9,7,5
12489,2,0,1,8,9,4,4
12490,1,0,1,11,11,8,6
12491,2,1,1,9,9,7,6
12492,2,0,2,9,8,5,1
12493,2,2,2,14,8,2,1
12494,1,2,2,15,15,8,5
12495,2,1,2,10,10,8,1
12496,2,0,2,8,8,5,5
12497,1,0,1,8,12,4,3
12498,1,1,2,13,12,6,4
12499,1,2,2,12,11,8,8
12500,2,2,1,10,10,8,5
12501,1,1,1,11,13,8,8
12502,1,0,2,9,10,8,6
12503,1,2,1,10,11,8,7
12504,2,1,2,8,8,6,6
12505,1,1,2,9,9,8,1
12506,2,1,2,10,11,6,6
12507,1,1,1,16,16,8,5
12508,1,1,2,11,11,8,5
12509,1,1,2,13,13,8,8
12510,1,1,1,20,14,6,6
12511,1,3,2,11,10,8,8
12512,1,3,2,15,15,6,4
12513,1,2,1,8,8,5,5
12514,1,2,2,14,10,8,6
12515,1,0,1,9,9,5,2
12516,1,2,1,15,15,8,7
12517,1,2,1,21,11,8,6
12518,1,1,2,9,9,8,5
12519,1,0,2,8,6,3,3
12520,2,2,2,11,11,8,8
12521,1,2,1,13,13,8,8
12522,1,1,2,10,10,8,6
12523,1,1,2,14,15,8,8
12524,1,1,2,10,10,8,8
12525,1,1,1,14,10,3,2
12526,2,1,1,10,12,8,8
12527,2,1,1,12,12,6,6
12528,1,1,2,10,10,8,7
12529,1,0,1,13,13,7,1
12530,1,1,2,9,9,7,2
12531,1,1,2,9,10,8,8
12532,2,1,1,8,10,8,7
12533,1,2,2,10,9,7,4
12534,1,1,1,20,17,8,5
12535,1,0,1,8,9,6,4
12536,1,1,2,15,16,3,3
12537,1,1,2,10,11,8,7
12538,2,1,1,10,10,8,8
12539,2,0,1,9,9,7,6
12540,1,0,1,12,15,7,2
12541,1,1,1,16,15,7,6
12542,2,1,1,14,12,8,3
12543,2,0,1,9,10,8,8
12544,2,1,2,12,11,8,6
12545,1,0,2,9,9,6,5
12546,1,1,2,10,10,8,8
12547,2,1,1,19,19,8,8
12548,2,1,1,12,11,8,8
12549,2,2,1,11,11,8,2
12550,1,2,2,10,10,8,8
12551,1,2,1,12,11,8,5
12552,2,1,1,10,11,6,6
12553,2,2,1,11,12,8,8
12554,1,2,1,10,10,8,7
12555,1,2,2,17,17,8,2
12556,2,1,1,12,10,8,6
12557,1,2,1,12,12,7,2
12558,1,0,1,8,9,8,4
12559,1,0,1,11,13,4,2
12560,1,2,1,12,14,8,8
12561,1,1,1,14,12,8,8
12562,1,3,1,13,13,8,8
12563,1,2,1,11,15,8,4
12564,1,2,2,10,9,8,7
12565,1,1,2,10,10,7,7
12566,1,1,2,8,9,2,1
12567,1,0,1,10,9,8,6
12568,1,2,2,13,13,8,5
12569,1,0,1,9,6,4,3
12570,2,1,1,14,15,8,8
12571,2,2,1,10,11,8,7
12572,1,1,2,10,10,8,7
12573,2,1,1,12,12,6,5
12574,1,2,1,11,11,8,8
12575,1,1,1,11,11,8,7
12576,1,0,2,10,9,6,3
12577,1,2,2,10,9,8,8
12578,1,0,1,11,14,8,5
12579,1,1,2,10,10,8,5
12580,2,2,1,10,10,8,8
12581,1,2,2,9,9,8,8
12582,1,1,2,10,10,5,3
12583,1,2,2,15,17,8,8
12584,1,1,1,11,13,8,6
12585,2,0,1,16,16,8,6
12586,2,1,2,10,10,8,5
12587,1,0,1,9,14,3,2
12588,1,2,2,15,15,7,4
12589,1,2,2,15,15,8,6
12590,2,1,2,10,12,8,8
12591,2,2,2,13,12,8,8
12592,1,1,2,11,10,8,8
12593,1,1,1,10,10,8,1
12594,2,0,1,10,11,8,8
12595,1,1,2,10,10,8,6
12596,1,0,1,9,9,7,6
12597,1,2,2,20,15,6,2
12598,2,1,2,9,9,8,7
12599,1,1,1,11,12,5,5
12600,2,2,1,9,8,8,6
12601,1,2,1,11,15,8,6
12602,2,1,2,12,11,6,5
12603,1,1,2,10,10,8,4
12604,1,0,1,18,12,3,1
12605,2,2,1,14,13,8,3
12606,2,1,2,9,9,8,5
12607,1,2,1,14,17,8,5
12608,2,1,1,10,10,6,6
12609,1,2,1,15,13,8,8
12610,2,2,1,12,12,8,8
12611,1,1,2,16,14,8,2
12612,1,2,1,10,11,4,1
12613,2,2,1,9,9,6,5
12614,2,0,1,9,9,5,4
12615,1,3,2,13,11,8,8
12616,1,1,2,10,10,7,5
12617,1,1,2,10,9,8,7
12618,2,2,1,15,17,8,3
12619,1,2,2,14,15,8,8
12620,2,2,2,13,13,8,8
12621,2,1,1,9,9,8,8
12622,1,0,2,9,8,5,5
12623,1,1,2,10,11,8,7
12624,1,0,2,9,9,8,7
12625,1,2,2,10,10,8,7
12626,2,0,1,10,10,5,1
12627,1,0,2,13,13,5,3
12628,1,0,2,10,10,8,8
12629,2,0,2,10,9,6,5
12630,1,1,1,17,18,8,6
12631,1,1,2,11,9,8,8
12632,2,0,1,16,16,6,3
12633,2,0,1,9,8,3,2
12634,1,0,2,12,11,8,7
12635,2,1,1,10,11,8,8
12636,1,3,2,15,15,8,1
12637,2,2,1,16,16,8,7
12638,1,2,2,15,14,8,5
12639,1,2,1,14,13,8,5
12640,2,3,1,18,20,7,6
12641,2,1,2,10,10,6,2
12642,2,1,1,12,12,8,8
12643,1,2,2,14,11,8,8
12644,1,2,2,19,17,4,4
12645,2,1,1,17,17,8,1
12646,1,1,1,10,10,6,3
12647,2,1,1,11,12,6,4
12648,1,2,2,12,12,8,4
12649,1,2,2,11,11,8,6
12650,1,1,2,8,8,5,3
12651,1,1,2,18,17,6,3
12652,2,1,1,10,10,8,6
12653,1,2,2,12,13,8,4
12654,1,2,1,15,9,8,3
12655,2,0,1,11,9,5,5
12656,1,2,2,10,10,6,6
12657,1,2,2,11,10,8,8
12658,2,2,1,13,13,8,8
12659,1,2,2,15,13,8,8
12660,1,2,2,19,16,7,5
12661,1,2,2,10,11,8,8
12662,2,2,1,10,10,8,4
12663,1,1,1,11,10,6,6
12664,2,2,1,10,10,8,6
12665,2,2,1,10,11,6,5
12666,1,2,2,11,11,8,8
12667,2,3,1,15,16,8,8
12668,2,1,1,17,18,6,3
12669,2,2,1,11,11,8,4
12670,2,0,1,9,9,5,3
12671,1,2,2,17,16,5,2
12672,1,1,2,9,9,8,3
12673,2,2,1,15,15,2,1
12674,2,1,1,15,16,2,1
12675,2,0,1,9,10,5,5
12676,1,2,2,17,15,8,6
12677,1,2,2,9,9,5,4
12678,2,2,1,10,9,8,7
12679,2,1,2,19,11,4,2
12680,2,2,2,10,11,8,6
12681,1,2,1,9,8,8,6
12682,1,2,2,10,11,8,7
12683,1,2,1,11,12,8,7
12684,2,1,1,12,12,8,8
12685,1,1,2,9,9,8,8
12686,2,1,2,10,10,7,6
12687,1,2,2,12,11,8,6
12688,1,1,2,17,15,5,5
12689,1,2,2,12,11,8,6
12690,1,3,2,16,13,5,3
12691,2,1,1,15,9,5,1
12692,1,2,1,13,10,8,4
12693,1,1,2,11,11,5,5
12694,2,2,1,15,9,8,1
12695,1,1,1,13,13,7,6
12696,2,2,1,12,12,8,5
12697,1,2,2,14,17,8,1
12698,1,1,2,11,11,5,5
12699,1,1,2,10,10,8,5
12700,1,2,2,9,11,8,1
12701,2,2,2,17,14,5,2
12702,1,1,2,9,10,8,6
12703,2,1,1,12,13,2,1
12704,2,1,1,17,19,8,1
12705,2,2,1,8,9,6,4
12706,1,2,2,17,17,8,4
12707,2,1,1,10,10,8,3
12708,2,1,1,10,10,8,8
12709,1,2,1,12,12,8,3
12710,2,1,1,10,10,5,1
12711,2,2,1,9,10,8,8
12712,1,2,2,9,9,8,5
12713,2,2,1,10,10,8,5
12714,1,2,2,21,19,8,5
12715,1,2,1,9,9,7,6
12716,1,2,2,15,15,8,8
12717,1,1,2,12,11,8,6
12718,2,1,1,11,11,1,1
12719,1,2,1,17,13,8,6
12720,1,0,2,15,17,8,6
12721,1,0,1,8,8,5,5
12722,1,2,2,14,13,8,1
12723,1,1,2,10,10,8,6
12724,1,2,2,17,17,8,2
12725,1,2,2,17,15,8,8
12726,1,1,2,9,9,5,4
12727,2,1,1,12,12,6,4
12728,1,2,2,12,12,8,4
12729,2,2,1,13,14,8,1
12730,2,2,2,11,10,8,7
12731,1,2,1,12,12,8,8
12732,1,2,2,11,10,8,8
12733,2,1,1,9,9,6,5
12734,2,1,1,9,9,4,3
12735,2,2,2,9,9,5,5
12736,2,1,1,9,9,7,4
12737,1,1,2,12,11,8,5
12738,2,2,1,9,10,8,8
12739,1,1,2,9,9,8,8
12740,1,1,2,14,15,8,4
12741,1,1,2,10,10,7,6
12742,1,2,1,16,15,7,7
12743,1,3,2,14,15,8,6
12744,1,2,2,18,16,3,3
12745,2,2,1,12,12,6,4
12746,1,0,2,9,9,8,6
12747,1,2,2,12,11,8,6
12748,1,1,1,15,14,7,7
12749,2,2,2,13,12,8,4
12750,1,2,2,10,10,4,4
12751,1,1,2,17,17,8,6
12752,2,0,1,14,16,8,6
12753,1,2,1,11,11,8,6
12754,1,1,2,10,9,5,4
12755,2,1,1,9,9,5,5
12756,2,1,1,10,10,8,4
12757,1,0,1,9,9,4,3
12758,1,1,2,23,22,8,4
12759,2,1,2,17,17,5,5
12760,2,2,2,9,8,5,3
12761,1,1,2,9,9,3,2
12762,1,2,2,12,11,8,6
12763,1,1,2,11,9,8,5
12764,1,2,1,13,13,8,8
12765,2,2,2,9,10,8,1
12766,2,2,1,12,14,6,4
12767,1,1,2,14,13,5,2
12768,2,2,1,17,19,5,5
12769,1,2,1,13,15,8,7
12770,2,1,1,15,15,8,3
12771,1,1,1,10,10,8,7
12772,2,2,2,8,8,3,1
12773,1,2,1,9,9,6,2
12774,2,2,1,11,10,8,8
12775,2,0,1,9,10,6,1
12776,2,1,2,10,18,5,2
12777,1,1,2,15,7,8,1
12778,1,2,1,8,8,7,6
12779,1,1,2,10,10,5,4
12780,1,2,2,16,19,6,4
12781,2,1,1,12,10,8,2
12782,1,1,2,8,8,5,4
12783,1,1,1,10,10,6,6
12784,2,2,1,16,15,7,6
12785,2,2,1,13,12,8,8
12786,2,1,1,12,12,2,1
12787,1,2,1,10,12,8,8
12788,2,1,1,9,10,5,5
12789,2,2,1,15,15,8,8
12790,1,1,2,14,15,3,2
12791,1,2,2,10,9,7,4
12792,1,2,2,11,11,8,6
12793,1,1,2,16,14,8,7
12794,1,2,2,10,9,8,6
12795,2,2,2,9,7,3,2
12796,1,1,1,12,11,8,6
12797,1,0,2,17,15,6,3
12798,1,2,2,17,16,6,1
12799,1,1,2,17,15,8,4
12800,1,2,2,11,10,8,6
12801,1,1,2,9,9,4,3
12802,2,2,1,14,8,6,3
12803,2,3,1,13,15,6,2
12804,1,1,2,9,9,8,4
12805,1,3,2,12,10,7,7
12806,2,2,1,11,11,8,7
12807,1,1,2,14,14,6,5
12808,1,1,2,20,18,7,5
12809,2,1,1,9,10,6,3
12810,1,1,2,10,10,8,6
12811,1,2,1,11,11,8,8
12812,2,0,1,6,6,3,1
12813,2,0,1,12,12,3,1
12814,1,1,2,11,10,8,7
